year,Reporting Entity,Facility Name,State,Electricity production (GJ),Electricity Production (Mwh),scope_1,scope_2,Total_emissions,numbers,Power_Per_unit,Capacity
2014,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,445274,123687,17.0,156.0,173.0,23,2.0,46.0
2014,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,2566405,712890,227.0,611.0,838.0,111,2.0,222.0
2014,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,751603,208779,55.0,720.0,312.70782361308676,32,2.1,
2014,CWP RENEWABLES PTY LTD,Taralga Wind Farm Pty Ltd,NSW,265563,73768,20.0,128.0,148.0,33,2.0,
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,347600,96556,13.0,7.0,20.0,12,3.0,35.4
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,6871,1909,0.0,1.0,1.0,4,1.0,4.0
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,52851,14681,0.0,8.0,8.0,9,0.2,2.025
2014,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,15140,4206,0.0,6.0,6.0,2,0.8,1.6
2014,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,SA,620421,172339,65.0,128.0,193.0,33,2.0,66.0
2014,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,1063581,295439,66.0,226.0,292.0,43,3.0,131.0
2014,GSP ENERGY PTY LTD,Blayney Wind Farm,NSW,72296,20082,0.0,49.0,49.0,15,0.7,9.9
2014,GSP ENERGY PTY LTD,Crookwell Wind Farm,NSW,28521,7923,0.0,33.0,33.0,28,3.4,95.2
2014,IFM RENEWABLE ENERGY PTY LTD,Challicum Hills Wind Farm,VIC,487533,135426,93.0,0.0,93.0,35,1.5,52.5
2014,IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,SA,615683,171023,26.0,0.0,26.0,27,2.1,57.0
2014,IFM RENEWABLE ENERGY PTY LTD,Codrington Wind Farm,VIC,160914,44698,24.0,0.0,24.0,14,1.3,18.2
2014,IFM RENEWABLE ENERGY PTY LTD,Portland Wind Farms,VIC,1483286,412024,21.0,0.0,21.0,6,2.0,
2014,IFM RENEWABLE ENERGY PTY LTD,Yambuk Wind Farm,VIC,324867,90241,107.0,0.0,107.0,98,1.3,195.0
2014,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,1190284,330634,47.0,624.0,671.0,32,2.1,
2014,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,1184184,328940,105.0,871.0,976.0,67,2.0,140.7
2014,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,2477929,688314,88.0,888.0,976.0,111,2.0,
2014,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,462471,128464,33.0,186.0,219.0,23,1.6,48.3
2014,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,VIC,1259336,349816,91.0,623.0,714.0,51,3.6,
2014,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,SA,672546,186818,16.0,24.0,40.0,35,1.5,
2014,MITSUI & CO (AUSTRALIA) LTD,Bald Hills Wind Farm,VIC,237597,65999,45.0,431.0,476.0,52,2.0,106.6
2014,NEW GULLEN RANGE WIND FARM  (HOLDING) PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,1295661,359906,0.0,397.0,397.0,48,1.6,
2014,ORIGIN ENERGY LIMITED,Cullerin Wind Farm,NSW,325681,90467,19.0,105.0,124.0,23,2.0,
2014,RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,SA,326963,90823,45.0,59.0,104.0,22,1.6,35.0
2014,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,VIC,186002,51667,20.0,269.0,100.51322901849218,12,1.8,21.0
2014,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,QLD,112473,31243,18.0,15.0,33.0,20,0.6,12.0
2014,SENVION HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,102127,28369,5.0,0.0,5.0,6,2.0,12.0
2014,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Musselroe Wind Farm Pty Ltd,TAS,1900382,527884,151.0,2881.0,3032.0,140,3.0,
2014,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,872765,242435,76.0,4756.0,519.3183499288763,31,3.6,
2014,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,1008270,280075,83.0,5486.0,1563.5391180654337,80,4.2,
2014,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,1538563,427379,47.0,148.0,195.0,27,2.1,
2014,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,1229676,341577,0.0,202.0,202.0,48,3.0,370.8
2014,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,1493388,414830,54.0,203.0,257.0,43,3.0,
2015,,Gunning Wind Farm,NSW,"595,234","165,343",22.0,283.0,305.0,31,1.5,46.5
2015,,Waubra Wind Farm,VIC,"2,352,139","653,372",93.0,950.0,1043.0,128,1.5,192.0
2015,,Hallett (Stage 1) Wind Farm,SA,"1,160,705","322,418",81.0,196.0,277.0,45,2.1,95.0
2015,,Hallett (Stage 2) Wind Farm,SA,"896,973","249,159",69.0,155.0,224.0,34,2.1,71.0
2015,,Hallett (Stage 4) Wind Farm,SA,"1,646,119","457,255",104.0,415.0,519.0,63,2.1,132.0
2015,,Hallett (Stage 5) Wind Farm,SA,"540,044","150,012",81.0,194.0,275.0,25,2.1,52.5
2015,,Macarthur Wind Farm,VIC,"3,624,124","1,006,701",348.0,2612.0,2960.0,140,3.0,420.0
2015,,Oaklands Hill Wind Farm,VIC,"604,314","167,865",68.0,710.0,312.70782361308676,32,2.1,67.2
2015,,Wattle Point Wind Farm,SA,"963,022","267,506",45.0,195.0,240.0,55,1.6,91.0
2015,,Emu Downs Wind Farm,WA,"815,306","226,474",90.0,454.0,544.0,48,1.6,79.2
2015,,Canunda Wind Farm,SA,"426,416","118,449",15.0,117.0,132.0,23,2.0,46.0
2015,,Collgar Wind Farm,WA,"2,414,544","670,707",238.0,752.0,990.0,111,2.0,222.0
2015,,Boco Rock Wind Farm Pty Ltd,NSW,"1,202,811","334,114",94.0,932.0,1026.0,128,1.5,
2015,,Taralga Wind Farm Pty Ltd,NSW,"1,011,619","281,005",59.0,273.0,332.0,37,3.6,
2015,,Albany Wind Farm,WA,"345,142","95,873",12.0,8.0,20.0,12,3.0,35.4
2015,,Esperance Wind Farm,WA,"51,539","14,316",0.0,7.0,7.0,9,0.2,2.025
2015,,Kalbarri Wind Farm,WA,"13,826","3,841",0.0,6.0,6.0,2,0.8,1.6
2015,,Cathedral Rocks Wind Farm,SA,"616,428","171,230",47.0,129.0,176.0,33,2.0,66.0
2015,,Waterloo Wind Farm,SA,"1,103,990","306,664",72.0,210.0,282.0,43,3.0,131.0
2015,,Blayney Wind Farm,NSW,"68,007","18,891",0.0,44.0,44.0,15,0.7,9.9
2015,,Crookwell Wind Farm,NSW,"31,427","8,730",0.0,31.0,31.0,28,3.4,95.2
2015,,Challicum Hills Wind Farm,VIC,"491,832","136,620",27.0,196.0,223.0,35,1.5,52.5
2015,,Clements Gap Wind Farm,SA,"631,683","175,468",13.0,181.0,194.0,27,2.1,57.0
2015,,Codrington Wind Farm,VIC,"148,019","41,116",11.0,55.0,66.0,14,1.3,18.2
2015,,Portland Wind Farms,VIC,"1,657,431","460,398",5.0,0.0,5.0,6,2.0,
2015,,Yambuk Wind Farm,VIC,"308,923","85,812",24.0,196.0,220.0,98,1.3,195.0
2015,,Alinta Wind Farm,WA,"1,103,621","306,561",43.0,752.0,312.70782361308676,32,2.1,
2015,,Capital Wind Farm,NSW,"1,333,851","370,514",103.0,788.0,891.0,67,2.0,140.7
2015,,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,394,147","665,041",63.0,803.0,866.0,111,2.0,
2015,,Woodlawn Wind Farm,NSW,"545,517","151,533",22.0,335.0,357.0,23,1.6,48.3
2015,,Mt Mercer Wind farm Pty Ltd,VIC,"1,271,657","353,238",120.0,1.0,121.0,23,2.0,
2015,,Bald Hills Wind Farm,VIC,"1,165,374","323,715",45.0,844.0,889.0,52,2.0,106.6
2015,,Mumbida Wind Farm,WA,"547,031","151,953",2.0,328.0,330.0,31,1.5,
2015,,New Gullen Range Wind Farm Pty Ltd,NSW,"1,679,312","466,476",0.0,437.0,437.0,48,3.0,
2015,,Cullerin Wind Farm,NSW,"367,841","102,178",8.0,90.0,98.0,21,3.0,
2015,,Starfish Hill Wind Farm,SA,"326,439","90,678",55.0,59.0,114.0,22,1.6,35.0
2015,,Toora Wind Farm,VIC,"186,575","51,826",16.0,238.0,100.51322901849218,12,1.8,21.0
2015,,Windy Hill Wind Farm,QLD,"98,228","27,286",19.0,16.0,35.0,20,0.6,12.0
2015,,Musselroe Wind Farm Pty Ltd,TAS,"1,958,343","543,984",159.0,1747.0,1906.0,60,3.8,
2015,,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,"845,275","234,799",84.0,1565.0,1649.0,80,4.2,
2015,,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"976,551","271,264",85.0,1805.0,1890.0,60,3.8,
2015,,SNOWTOWN SOUTH WIND FARM,SA,"1,595,739","443,261",104.0,505.0,609.0,128,1.5,
2015,,Snowtown Wind Farm,SA,"1,254,374","348,437",0.0,238.0,238.0,48,3.0,370.8
2015,,SNOWTOWN WIND FARM STAGE 2,SA,"1,608,296","446,749",119.0,600.0,719.0,51,3.6,
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,"562,485","156,246",46.0,283.0,329.0,31,1.5,46.5
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,"2,204,701","612,417",129.0,1080.0,1209.0,128,1.5,192.0
2016,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,028,152","285,598",82.0,294.0,376.0,45,2.1,95.0
2016,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"808,478","224,577",70.0,221.0,291.0,34,2.1,71.0
2016,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,425,024","395,840",81.0,651.0,732.0,63,2.1,132.0
2016,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"440,273","122,298",85.0,378.0,463.0,25,2.1,52.5
2016,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,218,676","894,077",322.0,3215.0,3537.0,140,3.0,420.0
2016,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"612,654","170,182",63.0,793.0,312.70782361308676,32,2.1,67.2
2016,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"838,991","233,053",43.0,221.0,264.0,55,1.6,91.0
2016,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"931,765","258,824",64.0,281.0,345.0,48,1.6,79.2
2016,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,"424,757","117,988",8.0,112.0,120.0,23,2.0,46.0
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"354,476","98,466",23.0,87.0,110.0,8,2.0,30.0
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"10,918","3,033",1.0,8.0,9.0,6,2.0,12.0
2016,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,"2,506,701","696,306",270.0,556.0,826.0,111,2.0,222.0
2016,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,"1,257,486","349,302",116.0,929.0,1045.0,128,1.5,
2016,EIT BALD HILLS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,"1,269,684","352,690",120.0,812.0,932.0,58,3.4,
2016,EIT MUMBIDA WIND FARM PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"736,620","204,617",45.0,247.0,292.0,43,3.0,
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"309,241","85,900",12.0,11.0,23.0,12,3.0,35.4
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"51,440","14,289",1.0,6.0,7.0,9,0.2,2.025
2016,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"14,429","4,008",,3.0,3.0,2,0.8,1.6
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,SA,"551,476","153,188",53.0,121.0,174.0,33,2.0,66.0
2016,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"1,113,109","309,197",57.0,263.0,320.0,43,3.0,131.0
2016,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,244,260","345,628",65.0,472.0,537.0,32,2.1,
2016,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,276,714","354,643",168.0,901.0,1069.0,67,3.8,140.7
2016,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,"2,400,179","666,716",115.0,793.0,357.3803698435278,48,1.6,
2016,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"528,884","146,912",42.0,404.0,446.0,23,3.0,48.3
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,"562,485","156,246",46.0,283.0,329.0,31,1.5,46.5
2016,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,"2,204,701","612,417",129.0,1080.0,1209.0,128,1.5,192.0
2016,AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,SA,"1,028,152","285,598",82.0,294.0,376.0,45,2.1,95.0
2016,AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,SA,"808,478","224,577",70.0,221.0,291.0,34,2.1,71.0
2016,AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,SA,"1,425,024","395,840",81.0,651.0,732.0,63,2.1,132.0
2016,AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,SA,"440,273","122,298",85.0,378.0,463.0,25,2.1,52.5
2016,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,"3,218,676","894,077",322.0,3215.0,3537.0,140,3.0,420.0
2016,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,"612,654","170,182",63.0,793.0,312.70782361308676,32,2.1,67.2
2016,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,"838,991","233,053",43.0,221.0,264.0,55,1.6,91.0
2016,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,"931,765","258,824",64.0,281.0,345.0,48,1.6,79.2
2016,CANUNDA POWER PTY LTD,Canunda Wind Farm,SA,"424,757","117,988",8.0,112.0,120.0,23,2.0,46.0
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,NSW,"354,476","98,466",23.0,87.0,110.0,8,2.0,30.0
2016,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,"10,918","3,033",1.0,8.0,9.0,6,2.0,12.0
